,auction_id,experiment,date,hour,device_make,platform_os,browser,yes,no
2270,4a6ff9e5-d2d7-4a71-b0f4-6bf1ec002f1b,control,2020-07-08,21,LG-$2,6,Chrome Mobile,1,0
2274,4aa59748-0de2-43c4-82d7-6f6333e7b400,control,2020-07-05,9,Generic Smartphone,6,Chrome Mobile,0,0
2278,4acda52c-eae5-4f9c-b364-2002678f5442,control,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
2280,4addf9bf-81cf-4189-ac79-81eb53075782,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
2281,4ade38ef-66fa-4f09-8ca6-e2d9469357c8,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2282,4ae2447f-24c6-492e-b829-177d609d766c,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2283,4ae7a123-169e-4702-aa7d-452608bef319,exposed,2020-07-05,9,Generic Smartphone,6,Chrome Mobile,0,0
2284,4ae9fe4d-eb55-49cd-8a5d-a5baad4b2b64,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
2285,4aec24c2-55a3-4fa6-8fdc-080c98c385b4,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
2288,4b017508-a079-45a1-a811-17cfee8b9cb7,control,2020-07-03,15,Nokia undefined$2$3,6,Chrome Mobile,0,0
2289,4b1982f7-4627-4062-a961-f6bac4361730,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
2291,4b335fc0-e566-43d8-a238-428cf11b434d,exposed,2020-07-03,14,Generic Smartphone,6,Chrome Mobile,0,0
2294,4b3e8ac0-ad52-4bd6-80e5-81a8ad7b5ae5,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
2295,4b427589-76d1-44a8-86ee-694a54d5bcb1,exposed,2020-07-03,0,Generic Smartphone,6,Chrome Mobile,0,0
2297,4b565b08-8e8a-4964-87e2-a3a9615b73d6,exposed,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
2299,4b57a5c9-ed73-4a7f-8bfc-b950d0494c03,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2302,4b7a9b6b-ba4b-4636-8352-9bbb40359120,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
2305,4b917ff9-b993-49ac-a971-3ef3e2895655,exposed,2020-07-07,11,Generic Smartphone,6,Chrome Mobile,0,0
2306,4b92d18c-2184-4b44-ad82-1fa142bd4389,control,2020-07-10,2,Generic Smartphone,6,Chrome Mobile,1,0
2308,4bad98d3-a4aa-4206-9cd2-bb1b462e9277,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
2309,4bb68c8c-4980-4f12-8e81-6d0d823753a3,control,2020-07-08,20,Nokia undefined$2$3,6,Chrome Mobile,0,0
2310,4bb7c9d3-b33c-4d25-b61a-b112feb57f09,exposed,2020-07-09,12,Nokia undefined$2$3,6,Chrome Mobile,0,0
2311,4bc8fcb0-acb2-47c7-a03c-eae224c6721a,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
2315,4bdac0ba-70d9-472a-b4c5-80e616c8a2ca,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
2316,4bdb67fc-7930-4e5c-8713-0090064085cd,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2318,4bde275c-5bc8-4744-a8f4-fbaa7aca8fb7,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2321,4befb0e4-aa39-43e3-954d-ee26aa5ea618,exposed,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0,0
2322,4bf26ef6-554d-4fb5-b66a-6fad55df2d01,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2323,4c0f89b4-fd12-47cc-a0ef-8101b717a52f,exposed,2020-07-08,12,Generic Smartphone,6,Chrome Mobile,0,0
2324,4c116567-44d4-42cc-824b-556d80553d35,exposed,2020-07-05,0,Generic Smartphone,6,Chrome Mobile,0,0
2325,4c15cd52-228d-4050-8605-60b629ecad43,exposed,2020-07-07,13,Generic Smartphone,6,Chrome Mobile,0,0
2326,4c1b9ffa-5fa2-461f-bc29-65a84f74ef1d,exposed,2020-07-07,15,Generic Smartphone,6,Chrome Mobile,0,0
2327,4c229c89-5d4e-49d2-a67c-22dadc13104f,control,2020-07-10,0,Generic Smartphone,6,Chrome Mobile,0,0
2328,4c2ad421-e115-44d4-9979-94f2d45cd7a0,exposed,2020-07-05,12,Generic Smartphone,6,Chrome Mobile,0,0
2329,4c334eb1-6a5c-4b97-9cc9-0c7a2a2f2042,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
2330,4c33a888-8f7b-482a-9e46-19e58d7e5e61,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2334,4c4e7d49-95e9-43b7-945b-a1cb4d4732cd,exposed,2020-07-04,0,Generic Smartphone,6,Chrome Mobile,0,0
2336,4c643e48-3596-4d6d-8c79-e321f8aadf1c,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
2337,4c653efc-576b-44d0-893b-fb9df008cbf4,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2338,4c7a116f-3b8c-439d-88b5-c4064a165f21,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2339,4c8b259d-8b3c-4c40-be19-7e31412217b7,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
2340,4c8d9c73-fbf5-41e6-ae77-c219a464f0bc,exposed,2020-07-05,21,Generic Smartphone,6,Chrome Mobile,0,0
2341,4c8fd6ff-880f-4087-b8bd-64d14abda53f,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
2342,4c961290-5711-45be-820e-d293676ef6df,exposed,2020-07-07,14,Generic Smartphone,6,Chrome Mobile,0,0
2344,4ca8f025-d338-4090-95a5-2dba1a2b53f0,exposed,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0,0
2345,4caa3ab8-85d7-488b-a1fc-c5ea91a5e291,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
2348,4cd3f99a-9a63-4125-aa6e-895cf02804b5,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
2350,4ced8881-a3a7-4d77-98ae-0e3de13298ff,exposed,2020-07-03,11,Generic Smartphone,6,Chrome Mobile,0,0
2351,4cf70a09-a9a3-436e-a62b-e79e004c51f4,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
2352,4d0ac11f-e172-4804-8d46-30c9234a9317,control,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
2353,4d0e7d5a-52bb-4bb4-9752-3e074bd6e509,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
2355,4d2a465a-177d-4c1c-be15-94be8b361093,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
2357,4d30e931-688a-4a10-ab3a-930c0096549f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
2359,4d52e919-fec2-4962-8cc2-f01112cb9e68,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
2360,4d544f8a-fdce-4b63-aaab-ee7b5069a38c,exposed,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,0,0
2369,4d7de0c4-4779-411c-a979-6bd3476aee38,exposed,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,0,0
2371,4d8c457e-3429-4173-92c0-e1500019da00,control,2020-07-07,4,Generic Smartphone,6,Chrome Mobile,0,0
2374,4dba4c68-a3a4-4e02-a223-28b43b660f21,control,2020-07-06,9,Generic Smartphone,6,Chrome Mobile,0,0
2376,4dc5f3af-6f1d-4479-9527-f7f62d5f8035,control,2020-07-07,11,Generic Smartphone,6,Chrome Mobile,0,0
2378,4dce6554-4f40-499f-a12d-a6f340fa2d1d,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
2379,4dd33215-3305-446f-9488-f2b59f7d5a3a,exposed,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
2381,4df04906-a57a-4ca8-abf8-411e8de4a95c,control,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,0
2384,4e06d371-f80d-4418-bf2c-fc724577a7ff,control,2020-07-05,15,Generic Smartphone,6,Chrome Mobile,0,0
2389,4e14808f-30dc-4e56-bb39-db5b42dbbb85,exposed,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,0,0
2393,4e2788f7-7af0-46b0-88aa-7adfe7e75bec,control,2020-07-05,16,Generic Smartphone,6,Chrome Mobile,0,0
2395,4e542080-f31e-47c9-b1c5-8cba304dfb2d,control,2020-07-06,1,Generic Smartphone,6,Chrome Mobile,0,0
2404,4e824107-5090-44c0-90b8-a29ac907fb70,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
2405,4e88fa96-0892-4c71-98d5-7ed385adebaf,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2406,4e907e4d-3bcd-4616-9161-8be56004b2c6,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2409,4e9423d8-1db2-45b8-8cd4-ae52bdd80f1a,control,2020-07-10,4,Generic Smartphone,6,Chrome Mobile,1,0
2412,4ea5c3f8-e11c-49bd-8797-7380be125178,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
2414,4eb6dcd1-64d7-4a03-a064-378f79882270,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,0
2415,4eba6532-40cd-43e7-b6bb-9558b863998b,exposed,2020-07-05,8,Samsung GT-I9505,6,Chrome Mobile,0,0
2418,4ec1c3ff-c0f1-4b51-ab4d-2ba25480b573,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2423,4ee0494f-6f87-460f-9960-9e2077946ad6,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
2426,4efb9bd4-8288-4b37-a6b3-a1167ef66d0e,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2429,4f08df66-8a7a-48d1-9f9a-803cd050bc29,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2431,4f1ac886-a9f2-473a-b734-e579cc16febd,control,2020-07-04,22,Generic Smartphone,6,Chrome Mobile,0,0
2433,4f27ff70-cbc2-41a0-9fe4-4c0fb3e88968,control,2020-07-07,4,Generic Smartphone,6,Chrome Mobile,0,0
2434,4f284a6a-c01f-4c48-b1cb-e8039318339e,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
2436,4f2cd638-a735-488a-8565-459a851935b7,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
2437,4f33ba82-1862-4fd5-87f0-68817c51db69,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
2442,4f6044d3-e1e2-4e5f-aa19-9cf876a1753e,control,2020-07-05,10,Generic Smartphone,6,Chrome Mobile,0,0
2443,4f632e78-c9b1-4e5b-b94d-5dc6f96dd800,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
2444,4f766a13-b7b1-4829-8930-52f5475127e7,control,2020-07-03,15,LG-$2,6,Chrome Mobile,0,0
2445,4f780fcc-e114-418a-9ef3-d6aee4c47c26,control,2020-07-08,8,Generic Smartphone,6,Chrome Mobile,0,0
2449,4fab8e2c-dfed-4b7e-902e-99afdad8a0fd,exposed,2020-07-03,0,Generic Smartphone,6,Chrome Mobile,0,0
2452,4faf629d-d4e6-4e61-9348-500a5b9685da,exposed,2020-07-08,12,Generic Smartphone,6,Chrome Mobile,0,0
2454,4fb74bf4-b32f-4c2a-8b9e-13274ba1d526,exposed,2020-07-10,12,Nokia undefined$2$3,6,Chrome Mobile,0,0
2455,4fc3e297-7ac8-4f3e-885d-b9c114df0b59,control,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0,0
2457,4fcf0072-c0d6-4f6a-afe5-23f88a2438d1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
2458,4fd82406-5c90-44b8-a661-ca66e9785f62,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
2459,4fd89a53-2389-43dd-914e-175664553981,control,2020-07-05,3,Generic Smartphone,6,Chrome Mobile,0,0
2460,4fdcf8a8-e34a-4bb7-8797-9e1d4e3b2e02,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2461,4fdd8523-0a8a-4a62-adb4-72d4066ff145,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2462,4fe0bd82-6dd0-449f-8299-fad68757beae,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2463,4fee5ba9-f95c-4dc1-b244-40cfa32723c6,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile,0,0
2465,4ff45daa-a156-4181-b369-6832be7f3b55,exposed,2020-07-05,0,Generic Smartphone,6,Chrome Mobile,1,0
2466,4ff90cce-3baa-438a-89f6-120518726849,control,2020-07-05,9,Generic Smartphone,6,Chrome Mobile,0,0
2467,5001a288-f9c3-4416-8877-9b5ef80486ea,exposed,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,0
2472,5029f6ad-d7db-4dbe-a7e3-d67836357c3a,control,2020-07-05,13,Generic Smartphone,6,Chrome Mobile,0,0
2474,502f17c3-b995-46bc-87d4-5f06aa70bce4,control,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
2478,504f4b86-34e2-401f-b5cd-72d6fa687766,exposed,2020-07-06,10,Generic Smartphone,6,Chrome Mobile,0,0
2484,506df908-5c25-4e0a-854b-cd90962edb64,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2485,5076b505-7540-40e5-a806-cc10d78e1664,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1,0
2489,50849bd3-0f42-4e17-96be-a4dd36e944c9,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,0,0
2491,5091e049-7e4e-425b-9713-bbc4e2420f6c,exposed,2020-07-03,12,Generic Smartphone,6,Chrome Mobile,0,0
2492,509866b7-710f-4816-9f1c-b82f550854b5,exposed,2020-07-05,9,Generic Smartphone,6,Chrome Mobile,0,0
2494,509fdc4f-8ff1-4c88-99b9-431ad41e9f52,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,0
2495,50a3163d-1efe-4be3-8683-9957d7479145,exposed,2020-07-07,21,Generic Smartphone,6,Chrome Mobile,0,0
2496,50a7318b-c24a-48ba-950d-cde72ea6aa67,control,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,0
2497,50af536c-4f3f-4c7b-ac85-ce44a7cfbe20,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2498,50b1e2a9-e443-456d-abda-769cc5dd9b68,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2500,50b7f790-a9c3-453d-95de-8dce541ac596,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
2504,50ce3ded-74b0-44a4-94a0-10430e8d25f4,control,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
2507,50e9a8d9-8ac8-49af-80c6-45add172c1d9,exposed,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0,0
2508,50ec39ce-5466-4206-aa92-3f96baf7e625,exposed,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,0
2509,50f0a8ac-eaff-4573-96e5-8edfa69a029e,exposed,2020-07-06,0,Generic Smartphone,6,Chrome Mobile,0,0
2512,50febe5e-f789-4050-ae56-181618d6a6a9,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
2513,5103a457-c1dd-4c86-9c68-223307841823,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
2515,510c22c0-7296-43c4-bf2d-a6a2af56a168,exposed,2020-07-05,15,Generic Smartphone,6,Chrome Mobile,0,0
2518,511cabb1-5dcc-41e1-a2c8-d5a095ddf3c4,control,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,0
2520,5128427d-1e7a-4129-a3f2-b7aa5b3039c6,exposed,2020-07-10,12,Generic Smartphone,6,Chrome Mobile,0,0
2523,51364e8c-ed22-495b-8fba-4becce0e5389,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2524,5140cfe8-e9ae-4921-8e2f-de96414daedf,control,2020-07-04,0,Generic Smartphone,6,Chrome Mobile,0,0
2527,516811e3-ae66-4e92-b4c0-e30ce10cd74f,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
2528,517c5191-ed2a-4026-8ae3-aa0f1f4103f1,exposed,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
2529,517ce669-2147-4ad3-bf2a-450e6a81b219,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
2530,5185a72b-1b86-40fb-80f9-8df3f9d5285c,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2532,5192c6e5-a120-431c-a1ef-c11866183775,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
2533,5193304e-8557-489f-8c18-a80337af894f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2535,519e4777-6734-4a39-8667-bd71ee946f46,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
2539,51d4ffcd-14fe-4027-978b-f91f509f5a1c,exposed,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0,0
2540,51e7cea0-04b4-408d-a394-641f77722149,control,2020-07-05,16,Generic Smartphone,6,Chrome Mobile,0,0
2541,51fcca88-52a0-47b9-964b-c974c7238cc8,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
2542,51fe7593-eead-4338-b5cd-995295369c1f,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
2543,520785f3-5ad0-4d71-ba3b-296bc6a1f07d,control,2020-07-04,14,Lenovo A7020a48,6,Chrome Mobile,0,0
2546,5218258e-12c3-4bd7-b9cf-6f07f187864b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2549,522cf438-3c7e-4ce2-8e1a-15db10f364d2,control,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,0,0
2550,52332146-5726-4017-bfd1-043b2fac6b6e,exposed,2020-07-04,0,Generic Smartphone,6,Chrome Mobile,0,0
2552,524ae74d-ee0f-4697-8531-3b63bf6dd5a7,control,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
2553,524bd485-8e53-4bbe-ba94-38cb0dd09e52,exposed,2020-07-09,8,LG-$2,6,Chrome Mobile,0,0
2557,52747ecd-d9c9-49f7-8ee1-3273de490b51,exposed,2020-07-07,18,Generic Smartphone,6,Chrome Mobile,0,0
2558,52788ed3-653c-480b-aa0d-d36b1dc36166,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,1,0
2559,52878bdb-876c-4f6a-9aa8-acc5c8fa486e,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2561,52900eac-90a1-4ac4-b7fe-c5c195caa860,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
2562,5295ceda-dfb5-4a6f-a574-bd4151ff33af,control,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,0
2565,52b60188-5b9b-4922-94af-7ad63fa58e07,control,2020-07-05,17,Generic Smartphone,6,Chrome Mobile,0,0
2567,52c9abc1-26df-4578-b966-bc1d107b8093,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2569,52d8598f-0668-45eb-8483-9b069836d807,control,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,0,0
2570,52dc2319-b357-4d79-b70f-1c7640bdeb70,control,2020-07-08,8,Generic Smartphone,6,Chrome Mobile,0,0
2571,52dcd8f5-22de-44e5-be5a-5b3eae163530,exposed,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
2572,52e96541-ea7c-4e69-ace1-4823f93d16eb,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
2575,52f50e64-0a42-4ac1-ad20-e02ae495a5ab,exposed,2020-07-05,13,Generic Smartphone,6,Chrome Mobile,0,0
2576,52f58b98-9b20-47ae-b996-ad85d58bfad7,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2577,52fcdd78-2642-45b5-b0e3-6fb36adf639e,exposed,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
2579,5308f903-086e-4560-b443-26b287b1145b,exposed,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0,0
2581,5313038d-f8c1-4b8b-b9db-a27822b347ef,exposed,2020-07-05,4,Generic Smartphone,6,Chrome Mobile,0,0
2583,5321fbb9-54f4-4029-a216-e90e61489d8d,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2587,532b4b00-ac27-4af7-92ba-044170ab45b9,exposed,2020-07-03,14,Generic Smartphone,6,Chrome Mobile,0,0
2589,53483309-2717-4f0b-8302-b7f3f33ee907,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,1,0
2591,53512f80-b5e1-428d-a8bd-31e3506ef8de,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile,0,0
2592,5358fee8-5aed-40da-a133-d788af39c59a,control,2020-07-07,17,Generic Smartphone,6,Chrome Mobile,1,0
2596,536d963b-3304-4659-abc6-bf4867b7cc8b,exposed,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
2597,5378b52f-fecc-4980-9e60-187aec2a9de5,control,2020-07-05,15,Generic Smartphone,6,Chrome Mobile,0,0
2598,5378e49b-ec5b-46e8-9e43-03ba4a89a3f7,exposed,2020-07-03,1,Generic Smartphone,6,Chrome Mobile,1,0
2599,537f2a32-3ce4-4838-a863-07e3e55be594,control,2020-07-05,0,Generic Smartphone,6,Chrome Mobile,0,0
2604,53daa93b-3eda-4ea8-8f9e-2b8e8b0bf5eb,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2607,54103551-6469-4240-aef0-c326204b7491,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
2608,541e22dd-3b76-4a0e-87f7-4bde4a6f72d9,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
2609,541e94e2-0eff-4cff-b885-a6c8e52a4b09,exposed,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
2612,54322783-2da7-46c7-ab45-810af903c5fc,exposed,2020-07-06,3,Generic Smartphone,6,Chrome Mobile,0,0
2613,54349cfb-58f4-4c29-874b-58ab125ffe9b,control,2020-07-07,0,Generic Smartphone,6,Chrome Mobile,0,0
2614,5434ebb8-0685-4bce-b994-1bbff94c6c30,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,1,0
2621,54605194-cd8e-491a-9cbe-bd03f67464bf,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
2624,54675684-f0f1-44bc-b116-fd63dcc59f81,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2626,54745dac-c2b7-40cb-b996-27b21930e7c3,exposed,2020-07-06,6,Generic Smartphone,6,Chrome Mobile,0,0
2627,547ef864-e7cf-44c5-8604-240135b908ee,exposed,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,0,0
2628,548065ec-847c-40e6-b4ab-290b66841d12,control,2020-07-10,11,Generic Smartphone,6,Chrome Mobile,0,0
2632,54b152cc-fffc-4d0d-8aa2-660cb45cf80e,exposed,2020-07-06,6,Generic Smartphone,6,Chrome Mobile,0,0
2633,54b72483-e788-4aa3-b7b3-32d814e04ef4,control,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
2636,54ce7355-06ee-4c35-91b8-929a651e741e,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
2640,54eb5edb-27ef-4ba9-b5ac-8bd93d51453d,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
2641,54ed8afa-5b2f-4ff9-8a64-1ef40e2b3324,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2642,54ef7f35-15ab-4719-9ada-3b9ce9f380c2,control,2020-07-05,6,Generic Smartphone,6,Chrome Mobile,0,0
2645,550524e8-a9bd-4585-81c5-182a23ea68bb,control,2020-07-10,4,Generic Smartphone,6,Chrome Mobile,0,0
2651,5560f3b9-fae6-4b30-aa53-e5c114336252,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2652,556a7d9a-2476-4709-b731-c8c8bb4cfd83,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
2653,557bbf98-a6f5-4a32-bd29-9902b55af9cc,control,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
2654,557ffec6-2378-406a-9ebb-3afef6e76ee1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2655,55895ab9-3e13-421d-a456-5edb84f4e0af,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
2659,55a764bf-a86b-449d-aade-3879745d48f9,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2662,55aeb6fd-8dc6-44aa-bd97-4f7b14291a20,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2663,55b5e156-d5bd-413d-8d2c-8cb85be44ce8,exposed,2020-07-08,1,Generic Smartphone,6,Chrome Mobile,0,0
2664,55c5634a-905c-4ec3-b3b0-fec3f51c4b4e,control,2020-07-05,8,Generic Smartphone,6,Chrome Mobile,0,0
2666,55e90e77-66d9-425f-9ec4-2c968ccab6e1,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
2667,56003420-557d-49c5-81b0-bcf7807cf1fa,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2668,5605fa4b-e10b-4714-b367-9f1a94c9a622,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
2670,5614f11a-341a-4e26-bfcc-5df04fafcd22,exposed,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,0,0
2671,56171307-e5f3-45b1-9631-6ecc67af3a83,control,2020-07-10,17,Generic Smartphone,6,Chrome Mobile,0,0
2672,561c1946-263e-4491-8d8c-61d5b66f9556,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
2677,56577753-ac5f-4837-b66c-979efac9b14b,exposed,2020-07-08,10,Generic Smartphone,6,Chrome Mobile,0,0
2678,5665096f-3972-49bc-b49b-ff87e814dce6,control,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,0,0
2679,5667e615-a5ed-431a-a50e-3b8172c14525,exposed,2020-07-05,11,Generic Smartphone,6,Chrome Mobile,0,0
2683,56945613-22ec-42dc-9ea6-9b5377121667,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2685,56bb25c7-f778-4690-90be-034b1982fe03,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2686,56bd072c-a748-4355-b2d1-258d82d401b0,control,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
2687,56bf959a-642f-4814-bf08-55d634554d5a,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
2689,56c89181-a34d-4abb-b366-2933bc54460c,exposed,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
2690,56d04bdf-e78e-4237-9c04-5436261df8f9,exposed,2020-07-03,11,Generic Smartphone,6,Chrome Mobile,0,0
2693,56f71a99-069a-4b6e-8c2f-e8814e4d2ece,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
2696,57042af3-2487-4099-a353-fed7699a23fd,control,2020-07-10,8,Generic Smartphone,6,Chrome Mobile,0,0
