,auction_id,experiment,date,hour,device_make,platform_os,browser,yes,no
1213,27bc4c42-7459-47e5-a212-d4a6cabf8d6e,exposed,2020-07-03,2,OnePlus ONEPLUS A6000,6,Chrome Mobile WebView,0,0
1221,27e60cf4-3c57-4323-b61b-f8e16ec1273c,exposed,2020-07-05,5,Samsung SM-N960F,6,Chrome Mobile WebView,0,0
1226,2805b324-8fb1-4584-8ece-692599a7ac98,exposed,2020-07-09,13,Nokia$2$3,6,Chrome Mobile WebView,1,0
1228,28155a80-c27f-48c7-9f7f-abbedabaed35,control,2020-07-03,15,Samsung SM-J710F,6,Chrome Mobile WebView,0,0
1232,28254a07-fd18-4918-bf47-4fc0b2913aa5,control,2020-07-08,22,Samsung SM-J600FN,6,Chrome Mobile WebView,0,0
1237,28524202-af49-4402-b606-07793f8a23dc,control,2020-07-10,11,Samsung SM-J530F,6,Chrome Mobile WebView,0,0
1243,28887656-8ca0-4304-a3c1-6cbe36468c5c,exposed,2020-07-07,2,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
1246,289778e8-9169-49eb-bcb0-cc6af2926929,control,2020-07-05,0,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
1248,28a47466-e10a-4d8a-9bb4-f2f147a2fcae,control,2020-07-08,8,Generic Smartphone,6,Chrome Mobile WebView,0,0
1254,28dcf73f-b618-4901-8a3e-2c3bc1749eb9,exposed,2020-07-04,14,Generic Smartphone,6,Chrome Mobile WebView,0,0
1255,28e7a0f5-6384-41d9-9c7a-1aab0da0b5a0,control,2020-07-03,15,Samsung SM-G930F,6,Chrome Mobile WebView,1,0
1262,293f0ae7-e339-4455-a3d1-4ab526d85493,exposed,2020-07-04,4,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
1265,295a870b-2fca-4c78-a9ee-0d46ab1e155e,exposed,2020-07-08,16,Samsung SM-G928F,6,Chrome Mobile WebView,0,0
1266,295fadae-09b3-4663-b4a9-95d47eaa68b0,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile WebView,0,0
1274,29bcdb30-7348-48e8-8310-55ec3e057a9c,exposed,2020-07-10,5,OnePlus ONEPLUS A6013,6,Chrome Mobile WebView,0,0
1283,29f1c676-9785-464f-ad3f-9387c6faa511,exposed,2020-07-10,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
1284,29f50c70-8f93-46b1-9c1c-a7a4d75017b2,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile WebView,0,0
1297,2a66f35f-f7c8-42db-9440-e182976ce375,exposed,2020-07-09,18,Samsung SM-A320FL,6,Chrome Mobile WebView,0,0
1299,2a7259b1-efab-410f-8f23-762c87b26b17,control,2020-07-04,2,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
1301,2a9c168c-0828-4276-bcf2-b5ff735b57c0,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile WebView,0,0
1305,2ab4a189-be53-483f-919d-538b09a7fe2c,control,2020-07-06,3,MAR-LX1A,6,Chrome Mobile WebView,0,0
1308,2ac6fbe5-947d-4010-b376-c465f960ae5d,exposed,2020-07-06,4,LG-$2,6,Chrome Mobile WebView,0,0
1323,2b3cc630-1d23-4e38-9e6a-10eceb25e0ad,exposed,2020-07-07,16,Generic Smartphone,6,Chrome Mobile WebView,0,0
1329,2b8bc9ce-9529-41f7-ab0f-da502d063937,exposed,2020-07-10,3,POT-LX1,6,Chrome Mobile WebView,0,0
1337,2bdea30c-9db4-4c40-8362-80eb8f4fa27a,exposed,2020-07-03,5,Samsung SM-G900F,6,Chrome Mobile WebView,0,0
1349,2c69a87c-e99c-43c6-a214-7bdc9f8bd636,exposed,2020-07-03,8,H3113,6,Chrome Mobile WebView,0,0
1355,2c961189-18dd-4d5d-ad64-0fbfc1b9ec8c,control,2020-07-03,15,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
1359,2caf84dc-95ff-4be9-9db5-7c6fb1841dba,exposed,2020-07-09,6,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
1364,2cc39813-44ee-4648-8b0d-e76960d61d90,exposed,2020-07-08,16,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
1365,2cd0964b-6112-4b26-ae89-6dd3da8df6b1,exposed,2020-07-06,6,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
1369,2ce3b88c-e56f-497d-8793-168a31e23d53,exposed,2020-07-03,8,Generic Smartphone,6,Chrome Mobile WebView,0,0
1373,2d1711b7-ddd6-4bae-8969-be69ae7e9313,exposed,2020-07-08,18,Samsung SM-G920F,6,Chrome Mobile WebView,1,0
1380,2d55a010-7679-41dc-a7e0-618655199c6e,exposed,2020-07-08,11,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
1391,2d9d17a0-d326-472d-955a-180712e43ca8,exposed,2020-07-10,3,Pixel 2,6,Chrome Mobile WebView,0,0
1401,2df05ebb-cac5-43ad-9af1-dbf91455b995,control,2020-07-04,6,Samsung SM-A500FU,6,Chrome Mobile WebView,0,0
1404,2e0d552d-ddd9-4a4e-a069-4eae0a03fc62,exposed,2020-07-10,11,Samsung SM-N960F,6,Chrome Mobile WebView,0,0
1409,2e4dbe44-3249-4428-858a-dca115ed4044,control,2020-07-04,4,OnePlus ONEPLUS A5010,6,Chrome Mobile WebView,0,0
1411,2e505171-ca90-4a9a-9292-ee0ab527203e,exposed,2020-07-10,11,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
1423,2ea3d5b8-3162-4f5c-89a0-2c001f62a20a,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile WebView,0,0
1426,2ec8a8a1-49c6-4149-a841-a17e0c7b4da0,exposed,2020-07-03,7,ANE-LX1,6,Chrome Mobile WebView,0,0
1432,2ee3cc97-18cb-4227-b2af-9a0723f9dfb7,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile WebView,0,0
1434,2eedc234-dd0e-47c7-8482-83c93739adab,exposed,2020-07-04,2,Nokia$2$3,6,Chrome Mobile WebView,0,0
1440,2f1bc510-0093-4327-a8a5-c98ca298a072,exposed,2020-07-09,11,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
1441,2f25e8a3-4a64-493d-bc68-58fa401650a4,exposed,2020-07-05,18,Generic Smartphone,6,Chrome Mobile WebView,0,0
1456,2f8d2a6f-875d-480e-86eb-d639d6b4f79e,exposed,2020-07-09,11,Samsung SM-G981B,6,Chrome Mobile WebView,0,0
1458,2fc2f78d-4ce5-4530-bc6c-b011bfdcce7d,exposed,2020-07-04,0,Generic Smartphone,6,Chrome Mobile WebView,0,0
1461,2feeb9e2-eb98-4c6d-aa44-87e6dffbc8db,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile WebView,0,0
1462,2ff70846-4909-42cc-bc55-e6e1559e8a72,exposed,2020-07-09,12,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
1465,30059e30-f44c-4cd1-a520-b430951f6b5a,exposed,2020-07-10,13,WAS-LX1A,6,Chrome Mobile WebView,0,0
1466,3007afb8-680c-42d4-98b9-7ed25c9dd85e,exposed,2020-07-09,6,F5321,6,Chrome Mobile WebView,0,0
1469,302b5095-1627-4f6a-8e93-940683afb3d3,exposed,2020-07-10,13,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
1472,3038208e-f8a8-4b52-b5a7-a9d9671e2487,control,2020-07-09,11,Generic Smartphone,6,Chrome Mobile WebView,0,0
1473,3038eae0-0921-41f0-b67c-99817213cd07,control,2020-07-09,22,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
1477,304a73f2-2820-4529-a9ff-2fad51d3e025,exposed,2020-07-03,5,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
1480,3084a9d3-0fbe-4dd4-aea9-514466305484,exposed,2020-07-04,16,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
1481,308e84e1-6c04-4d1d-88ea-ccd7bfeea1ec,exposed,2020-07-10,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
1483,3099628a-2a79-4fc0-886e-6e81421300aa,exposed,2020-07-07,14,Samsung SM-G900F,6,Chrome Mobile WebView,0,0
1496,31247f2b-8b1e-487b-bc19-0f1e545a2bde,control,2020-07-10,12,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
1499,312b3313-95b5-46ff-9951-e9425c46ab22,exposed,2020-07-09,21,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
1501,31578150-6853-4b58-b580-d88c97e6ac7c,exposed,2020-07-05,5,POT-LX1,6,Chrome Mobile WebView,0,0
1504,315fe265-1152-4010-a1dc-7bcd6847a165,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
1508,31a0240f-4080-4c54-8326-9270efae3628,exposed,2020-07-08,17,HUAWEI $2,6,Chrome Mobile WebView,0,0
1533,32c08b3e-35d8-4358-b6be-5adebe9bcb8a,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile WebView,0,0
1535,32d73ff7-cdca-4991-99df-d8f092c23ac4,exposed,2020-07-08,15,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
1536,32de8cab-e58f-4eeb-ae80-15501cb0b3f0,exposed,2020-07-08,15,Nokia$2$3,6,Chrome Mobile WebView,0,0
1537,32ee74ba-bf61-4afd-bbb9-cc67593c63c7,exposed,2020-07-08,13,Samsung SM-A500FU,6,Chrome Mobile WebView,0,0
1539,32fb40c2-5dcf-48ba-8080-153348c1adce,control,2020-07-04,22,Generic Smartphone,6,Chrome Mobile WebView,0,0
1543,33114c70-0c4b-468a-a8f1-a4c0945dd802,control,2020-07-07,3,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
1547,3329490c-4024-41a8-a6e1-4bf6f729ff1f,exposed,2020-07-10,8,Generic Smartphone,6,Chrome Mobile WebView,0,0
1552,3358000d-3d62-414e-828e-27fc73a31b62,exposed,2020-07-07,20,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
1557,33897b82-9de5-4d0e-876d-7df5bc4f60f1,exposed,2020-07-04,16,XiaoMi MI 8 Pro,6,Chrome Mobile WebView,0,0
1565,33c5f689-84df-45b8-82ac-d7ba49da3df5,exposed,2020-07-10,11,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
1580,344a189d-4970-4b73-84c7-17231eade90e,exposed,2020-07-08,17,LG-$2,6,Chrome Mobile WebView,1,0
1584,346b9d8b-bacb-41e8-abee-bd46794f19a3,exposed,2020-07-05,8,Samsung SM-G955F,6,Chrome Mobile WebView,0,0
1601,351112ac-6943-4f00-9695-a4667bbcb13b,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile WebView,0,0
1604,35215bc2-d069-4ca5-8d11-0f85717e8bff,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile WebView,0,0
1605,35276c8d-98ec-4d1c-a7b7-5e914d4fba66,control,2020-07-10,7,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
1608,354c0f41-7624-42c2-94f4-ceb4e1444c9f,exposed,2020-07-05,14,EVA-L09,6,Chrome Mobile WebView,0,0
1609,355357a6-4384-4a1f-8607-ec6fac8f9e4a,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile WebView,0,0
1610,3559e3de-dcaf-418b-ad9b-05029efe6697,control,2020-07-06,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
1616,3596746b-376a-465d-b9b2-b4108c8d08fc,exposed,2020-07-05,8,Samsung SM-J730F,6,Chrome Mobile WebView,1,0
1617,359af226-ea34-4594-9e2b-d1668d95665e,control,2020-07-06,9,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
1620,35a9275e-3700-40a3-8818-52fa88e2c673,control,2020-07-09,7,LYA-L29,6,Chrome Mobile WebView,0,0
1622,35c7e510-3802-400f-bb1c-44d273ab33e0,exposed,2020-07-09,8,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
1629,360a7693-fcd3-4c56-a010-e91672aa5eb2,exposed,2020-07-07,5,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
1645,36640ee2-628d-483f-9857-0125be379a5c,control,2020-07-09,0,VOG-L09,6,Chrome Mobile WebView,0,0
1653,36a14372-2f3d-456d-bc4d-200913253912,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
1663,36fe4c35-d779-4e08-b31d-4f6ab7fc583f,exposed,2020-07-07,17,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
1672,372e0d58-f78f-47ec-a270-49cf28453dd5,control,2020-07-08,17,Nokia$2$3,6,Chrome Mobile WebView,0,0
1695,38016842-d6b0-4fc0-b970-070dbc057f64,exposed,2020-07-05,20,Nokia$2$3,6,Chrome Mobile WebView,0,0
1698,38134f1d-d887-481f-9fdb-589676881b49,exposed,2020-07-03,14,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
1699,382b64cf-7fd0-4f63-94d9-b13cc939c2b4,exposed,2020-07-09,8,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
1701,383d819e-bb85-45bd-877f-eac83f608e94,exposed,2020-07-04,5,Samsung SM-G981B,6,Chrome Mobile WebView,0,0
1706,3862332a-5013-41c2-8002-fff64ca09890,exposed,2020-07-09,8,VFD 500,6,Chrome Mobile WebView,0,0
1713,38987127-f3ce-42e5-8246-6a9ce63beadb,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
1717,38c43d53-8f4a-43ab-8225-bc595f999c0a,exposed,2020-07-08,6,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
1721,38edbd0d-ab8b-4cc6-9277-a28d93bc911f,exposed,2020-07-04,14,OnePlus ONEPLUS A3003,6,Chrome Mobile WebView,0,0
1722,38f0b0c2-2f75-4a8b-bca3-3b7fb6259565,control,2020-07-03,15,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
1724,391c52f9-70ed-4756-9b47-f9ce95d366f1,exposed,2020-07-08,20,Samsung SM-G986B,6,Chrome Mobile WebView,0,0
1733,394ee94d-3b17-4deb-b703-db5880e84c19,exposed,2020-07-08,18,Moto $2,6,Chrome Mobile WebView,0,0
1739,39830816-2a0b-47a2-8be9-f1be8aaf57bd,exposed,2020-07-04,13,Samsung SM-J330FN,6,Chrome Mobile WebView,0,0
1742,39aa42ea-3f57-4b1b-9536-373cfa382a89,exposed,2020-07-05,2,Generic Smartphone,6,Chrome Mobile WebView,0,0
1751,39e8efb7-2f47-486c-8ff7-840d9d41d683,exposed,2020-07-10,13,Pixel 3,6,Chrome Mobile WebView,0,0
1760,3a536e9b-9782-4101-9c7b-71d3a1ea19b9,control,2020-07-07,7,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
1766,3a7b0130-368e-4748-9022-6e12fca7b539,exposed,2020-07-05,15,Samsung SM-G950F,6,Chrome Mobile WebView,1,0
1772,3ad6706a-d798-4284-b0fb-3efb543b5ae8,exposed,2020-07-07,19,Samsung SM-G900F,6,Chrome Mobile WebView,0,0
1779,3b1ff65a-ac62-402e-b642-f8b536f2bf6b,exposed,2020-07-06,6,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
1786,3b5d3587-1ab6-4452-aa80-a418ffdd3e4b,exposed,2020-07-05,0,Generic Smartphone,6,Chrome Mobile WebView,0,0
1791,3b78880b-54f1-4552-915e-5ba61772e3cb,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile WebView,0,0
1793,3b84c66c-caa3-4793-9298-1ef40710baf1,exposed,2020-07-05,5,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
1804,3bef7c2e-2ce3-488d-bc62-fa533ef72725,exposed,2020-07-04,20,Nokia$2$3,6,Chrome Mobile WebView,0,0
1813,3c3c5c0a-42a7-45c6-8d67-59100483dc74,exposed,2020-07-10,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
1820,3c640f76-e7ca-4045-800b-dfb10f73ecbe,exposed,2020-07-03,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
1823,3c6dde4d-6e41-4696-b6e4-819521ae6c26,exposed,2020-07-03,13,Samsung SM-J415FN,6,Chrome Mobile WebView,0,0
1826,3c807e1b-5abc-4ede-a7a9-0968b4ce9bc1,control,2020-07-07,9,XiaoMi MI 8,6,Chrome Mobile WebView,0,0
1830,3cabab74-c45c-4da5-898a-7fa76c1ee819,exposed,2020-07-03,8,LYA-L29,6,Chrome Mobile WebView,0,0
1831,3cadd5e5-8860-4387-84cb-f4c12574d12f,exposed,2020-07-04,3,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
1836,3cd947d7-400e-446d-a095-31597f34d1d9,exposed,2020-07-05,10,Nokia$2$3,6,Chrome Mobile WebView,0,0
1838,3ce49a84-e11c-426c-8ef4-b2c42cbeff59,exposed,2020-07-04,3,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
1839,3cf4ca29-039e-4d24-b19c-da3db21de10e,control,2020-07-07,8,Samsung SM-A105FN,6,Chrome Mobile WebView,0,0
1856,3d7200b7-93f4-4397-be3c-ad8a83dadcef,exposed,2020-07-05,6,Generic Smartphone,6,Chrome Mobile WebView,0,0
1858,3d7d98e7-fe7c-484e-816d-67d39fcf1240,control,2020-07-03,15,Samsung SM-N976B,6,Chrome Mobile WebView,0,0
1872,3de966a6-5a0c-447a-8a30-fdfae48b48ac,exposed,2020-07-10,6,ELE-L09,6,Chrome Mobile WebView,1,0
1878,3e1b23d9-1d49-48ac-90fb-79520637e753,exposed,2020-07-06,2,Samsung undefined$2,6,Chrome Mobile WebView,0,0
1885,3e3dadaa-f251-4fe5-ae65-af8b8d3c103d,exposed,2020-07-04,5,Generic Smartphone,6,Chrome Mobile WebView,0,0
1892,3e750d0b-f05e-4b42-852b-ad66721414c5,exposed,2020-07-05,4,Nokia$2$3,6,Chrome Mobile WebView,0,0
1896,3e97a9e2-f0e7-49db-acd5-4335357b38b9,exposed,2020-07-08,15,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
1901,3eb0bb6f-c41c-4e6c-a7e0-5bbb486abe38,exposed,2020-07-05,18,FIG-LX1,6,Chrome Mobile WebView,0,0
1904,3ec91d03-138d-4b91-a74e-c5099d39eb5f,exposed,2020-07-06,2,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
1912,3f0ca29d-62e8-4dfc-90e0-996d9c154416,exposed,2020-07-10,16,PRA-LX1,6,Chrome Mobile WebView,0,0
1919,3f316894-e9a1-4deb-bbee-63e9f7c04464,control,2020-07-04,15,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
1920,3f3af939-d8a4-443e-b74e-d32f07b59040,exposed,2020-07-03,8,Nokia$2$3,6,Chrome Mobile WebView,0,0
1921,3f3b7828-2446-43ca-868b-b3c665753f8d,exposed,2020-07-10,7,Samsung SM-G925F,6,Chrome Mobile WebView,0,0
1925,3f7b0461-8011-467c-a187-d56a9921a71a,exposed,2020-07-03,7,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
1928,3f869a35-164d-419b-b423-bffb580f8533,exposed,2020-07-09,11,LG-$2,6,Chrome Mobile WebView,0,0
1932,3fb78564-9b3c-4efa-be4b-9c97d264950b,exposed,2020-07-09,13,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
1939,3fee4bd5-0655-4fa5-86bf-544ae4963439,exposed,2020-07-09,7,Samsung SM-A320FL,6,Chrome Mobile WebView,0,0
1940,3ff055b4-4150-463f-9d87-ce62806bbacb,exposed,2020-07-03,7,Nokia$2$3,6,Chrome Mobile WebView,0,0
1954,40451822-350e-4e32-8d27-0658ea19317f,control,2020-07-08,20,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
1957,405b5180-cea3-4f29-8884-2e34980a2f42,exposed,2020-07-05,5,Samsung SM-G900F,6,Chrome Mobile WebView,0,0
1959,40634d52-9bb2-4df8-aa2a-e4a54ff46fe4,exposed,2020-07-03,2,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
1969,4096eea4-773f-432f-9dd2-8a977a77e57a,exposed,2020-07-05,14,Samsung SM-J320FN,6,Chrome Mobile WebView,0,0
1970,40bb7c1c-91f5-49cc-a287-ded95592c89c,exposed,2020-07-06,7,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
1973,40f73041-7cf8-4119-aa4e-4ad7980e8d3d,exposed,2020-07-05,2,G3121,6,Chrome Mobile WebView,0,0
1977,4125be7b-e582-46f3-b9fd-eeaf4af36f3f,exposed,2020-07-10,8,Samsung SM-G975F,6,Chrome Mobile WebView,1,0
1983,414887f4-022b-4445-96f1-b5162250193c,exposed,2020-07-07,2,DUA-L22,6,Chrome Mobile WebView,0,0
1985,415f8194-44bd-4def-a77e-fbb0027dd87c,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
1995,4199e267-ee49-4c7c-a39e-4bd4d9c37ef0,exposed,2020-07-05,8,LYA-L09,6,Chrome Mobile WebView,0,0
1999,41a3b6f6-3fb1-487d-b596-00ace314417f,exposed,2020-07-10,14,Samsung SM-G900F,6,Chrome Mobile WebView,0,0
2014,4206740f-0c0a-4d5b-ae0d-89aceaf23958,control,2020-07-07,7,Moto $2,6,Chrome Mobile WebView,0,0
2024,426310cb-01ee-4828-806c-871e6682c8ed,exposed,2020-07-09,18,Samsung SM-G950U1,6,Chrome Mobile WebView,0,0
2031,4277a2de-9295-459b-8f72-debe4cd8b541,exposed,2020-07-08,16,Pixel 3a,6,Chrome Mobile WebView,0,0
2037,4296951e-3930-43de-b1b7-f2b4f2b21095,control,2020-07-03,15,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
2046,4319e239-c393-4da3-a8cb-fcc5c0d1f966,exposed,2020-07-09,21,YAL-L21,6,Chrome Mobile WebView,1,0
2052,4332d8ae-2e56-4ce7-bcde-4cb9c59d697e,exposed,2020-07-04,4,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
2053,433d1f9d-a3b3-4471-aa2b-f16d7e523ab6,exposed,2020-07-10,8,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2059,437b03ff-7333-4b0a-8a37-20e19f8afff4,exposed,2020-07-08,16,Samsung SM-G850F,6,Chrome Mobile WebView,0,0
2066,43abfa66-86cd-4c7f-9778-cbeda047d7c9,exposed,2020-07-08,20,Samsung SM-A320FL,6,Chrome Mobile WebView,0,0
2067,43c44094-9f8c-49c3-bc3c-7ba2f773da07,exposed,2020-07-09,0,Samsung GT-I9505 ,6,Chrome Mobile WebView,0,0
2069,43fbfa3a-3590-4e77-83a8-bf7c0e41bca0,exposed,2020-07-08,20,CLT-L29,6,Chrome Mobile WebView,0,0
2071,44061255-f41b-43d2-a393-c1a70d932811,exposed,2020-07-06,4,Samsung SM-G981B,6,Chrome Mobile WebView,0,0
2078,445144f7-a0af-48ee-a257-ba20c6366e9f,exposed,2020-07-09,18,DUA-L22,6,Chrome Mobile WebView,0,0
2085,44870c73-67d8-4774-a54a-bbe1bacf423c,control,2020-07-03,15,MAR-LX1A,6,Chrome Mobile WebView,0,0
2089,44a18fd2-94f0-41b3-a036-23274ca4ff71,exposed,2020-07-10,0,Moto $2,6,Chrome Mobile WebView,0,0
2095,44dd9c49-cc9d-4d2a-80eb-8ed28e0706c5,exposed,2020-07-03,0,BBB100-2,6,Chrome Mobile WebView,0,0
2100,451b9c3e-3b22-42c6-ae01-c6ba5cd01af4,exposed,2020-07-07,7,Generic Smartphone,6,Chrome Mobile WebView,0,0
2105,45587d9f-2e61-483e-adb8-0804bf20c214,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile WebView,0,0
2106,455ad7c2-b2f8-468a-b9b3-a8f3ff02b963,exposed,2020-07-03,8,VFD 610,6,Chrome Mobile WebView,0,0
2121,45c5e7d6-0016-4d19-9cdf-d73081002640,exposed,2020-07-10,12,Generic Smartphone,6,Chrome Mobile WebView,0,0
2123,45db7e60-c14b-4f17-99b7-820ee4080fcc,exposed,2020-07-09,18,Samsung SM-G960F,6,Chrome Mobile WebView,1,0
2132,46066009-e548-4b5a-a143-fd0dc9464f96,control,2020-07-09,5,Samsung SM-A705FN,6,Chrome Mobile WebView,0,0
2142,46774358-75b2-4af7-9af8-c9f802b07785,exposed,2020-07-03,10,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
2152,46b49575-b3ad-4f56-8f09-e745943de60b,exposed,2020-07-07,4,I3312,6,Chrome Mobile WebView,0,0
2154,46b986dd-0abc-4baa-a4fa-1650c05a3494,exposed,2020-07-07,5,Generic Smartphone,6,Chrome Mobile WebView,0,0
2157,46c79b4f-6dff-4baa-af0b-e9c3379e5c4d,exposed,2020-07-03,11,VOG-L09,6,Chrome Mobile WebView,0,0
2163,4702e26c-ea18-4de7-8a8d-238e182d2694,exposed,2020-07-08,19,5099Y,6,Chrome Mobile WebView,0,0
2168,47311d53-797e-4cb8-8e12-0e41d4f21de4,exposed,2020-07-08,6,Generic Smartphone,6,Chrome Mobile WebView,0,0
2171,47411e63-5a8a-448c-b5d8-232bf4503bf6,exposed,2020-07-03,7,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
2173,4745ddc5-ac07-43a1-8c06-23af1a64eff0,exposed,2020-07-09,21,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2176,474d9025-6285-4bef-bdac-e22e725c9c64,control,2020-07-09,15,Samsung SM-F907B,6,Chrome Mobile WebView,0,0
2177,4764325e-f066-4ecf-9ec8-12d63ebe5bef,exposed,2020-07-09,1,Samsung SM-A530F,6,Chrome Mobile WebView,0,0
2178,4764e527-403b-4bd4-ae5c-b6460ace60fc,control,2020-07-04,12,SNE-LX1,6,Chrome Mobile WebView,0,0
2186,47bcf8cb-06cb-4ff1-8364-81f0e0c172c0,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile WebView,0,0
2191,47e85082-ed34-4ca1-9848-5888a2092220,exposed,2020-07-10,11,Samsung SM-J320FN,6,Chrome Mobile WebView,0,0
2193,47f706c8-b502-4860-8fb1-ee95bef6073c,exposed,2020-07-10,11,Samsung SM-G981B,6,Chrome Mobile WebView,0,0
2195,4810dd55-cbf8-47f2-a183-8ca8b6f8050a,exposed,2020-07-08,20,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
2196,48158617-1142-49eb-a6c8-ba10f1ebeb23,exposed,2020-07-08,20,Samsung GT-I9505 ,6,Chrome Mobile WebView,0,0
2197,48227d99-31f2-4f55-8162-ea3f6690ec7d,control,2020-07-07,8,Samsung SM-G955F,6,Chrome Mobile WebView,1,0
2206,48965766-1162-4f6a-ad9b-fc1d75086388,control,2020-07-03,15,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
2208,48a9fb00-e6b4-4f9a-9687-a41b2a749279,exposed,2020-07-05,10,Samsung SM-G981B,6,Chrome Mobile WebView,0,0
2215,48d9c9b0-372c-4f7d-877a-8dff99fc4bbd,exposed,2020-07-08,18,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
2217,48dbde78-5bef-4087-b992-54c140c9a2d4,exposed,2020-07-10,16,Samsung SM-G955F,6,Chrome Mobile WebView,0,0
2222,49100915-f68e-4637-a5ff-a91fafd4c1d9,exposed,2020-07-10,12,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
2227,492074da-c827-4f11-8f3e-87ec663770ab,exposed,2020-07-04,6,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
2237,496a95f5-9b8e-40d7-9910-d31a09a9d05d,control,2020-07-07,7,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
2238,496d6147-d6b7-4f4a-b36f-331db8d53fea,control,2020-07-10,6,Samsung SM-G973F,6,Chrome Mobile WebView,1,0
2246,49b466ca-2123-40a3-bae6-05675215b99a,control,2020-07-09,6,D5503,6,Chrome Mobile WebView,0,0
2248,49b591ce-2a43-421e-ae0e-39d049f87040,exposed,2020-07-10,8,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
